01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
KB,32.1800,32.6900,32.0600,32.3800,409566,2022-09-26,34.0100,-1.6300,-4.7927%
KMB,120.4800,120.7700,118.0300,118.7800,1840582,2022-09-26,120.2900,-1.5100,-1.2553%
KGC,3.2700,3.3652,3.1800,3.2500,20568149,2022-09-26,3.3100,-0.0600,-1.8127%
PHG,15.6100,15.7700,15.4400,15.5200,2820849,2022-09-26,15.8600,-0.3400,-2.1438%
KEP,7.0000,7.0600,6.9450,6.9500,405968,2022-09-26,6.8700,0.0800,1.1645%
LRCX,380.6800,385.2900,371.1200,371.4400,1118299,2022-09-26,380.5600,-9.1200,-2.3965%
LVS,38.8700,40.5000,38.3700,39.6600,25084305,2022-09-26,35.4700,4.1900,11.8128%
LYG,1.8900,1.9200,1.8600,1.8900,18345432,2022-09-26,1.9600,-0.0700,-3.5714%
LMT,411.6900,412.2050,406.5100,407.6500,1199912,2022-09-26,413.0700,-5.4200,-1.3121%
LUKOY,6.9600,6.9600,6.9600,6.9600,0,2022-09-26,6.9600,0.0000,0.0000%
MMC,151.0200,151.8100,148.5500,149.1900,1832436,2022-09-26,151.3800,-2.1900,-1.4467%
MA,290.0500,295.3400,289.1200,290.1100,3605188,2022-09-26,293.5800,-3.4700,-1.1820%
MCD,245.9400,246.2450,242.4400,243.7600,3148937,2022-09-26,245.9500,-2.1900,-0.8904%
MDT,82.2200,82.5900,80.6850,81.3300,6931949,2022-09-26,82.6600,-1.3300,-1.6090%
MELI,817.0800,833.9800,797.0900,799.5800,602873,2022-09-26,815.0100,-15.4300,-1.8932%
,,,,,,,,,
MRK,86.1200,86.7100,85.2900,86.1800,8778159,2022-09-26,86.7800,-0.6000,-0.6914%
META,140.1200,142.2400,136.1900,136.3700,30214305,2022-09-26,140.4100,-4.0400,-2.8773%
MSFT,237.0450,241.4500,236.9000,237.4500,27297095,2022-09-26,237.9200,-0.4700,-0.1975%
MUFG,4.7500,4.7850,4.6700,4.7000,3630777,2022-09-26,4.8500,-0.1500,-3.0928%
MFG,2.2500,2.2800,2.2300,2.2400,1511661,2022-09-26,2.2800,-0.0400,-1.7544%
MBT,5.5000,5.5000,5.5000,5.5000,0,2022-09-26,5.5000,0.0000,0.0000%
MSI,229.2300,230.0400,224.4700,225.8100,662099,2022-09-26,228.7600,-2.9500,-1.2896%
NGG,53.5900,54.2600,52.9700,53.5400,1044118,2022-09-26,56.3200,-2.7800,-4.9361%
NTCO,5.7700,5.8400,5.4000,5.4200,486784,2022-09-26,5.8900,-0.4700,-7.9796%
,,,,,,,,,
NTES,77.9600,79.1100,77.8000,77.8800,1166948,2022-09-26,77.5500,0.3300,0.4255%
NFLX,225.6000,232.7000,223.0100,224.0700,8197744,2022-09-26,226.4100,-2.3400,-1.0335%
NEM,41.0500,41.4300,40.0000,40.5900,8315260,2022-09-26,41.2500,-0.6600,-1.6000%
NKE,96.0900,97.7300,95.7100,96.0600,8479476,2022-09-26,97.0200,-0.9600,-0.9895%
NIO,17.7700,18.4000,17.5300,17.6200,41858615,2022-09-26,17.6400,-0.0200,-0.1134%
NSANY,7.0000,7.0693,6.7700,6.7955,173489,2022-09-26,7.1000,-0.3045,-4.2887%
NOK,4.2400,4.3000,4.2000,4.2400,23041806,2022-09-26,4.2600,-0.0200,-0.4695%
NMR,3.3500,3.3900,3.3200,3.3400,2412355,2022-09-26,3.3700,-0.0300,-0.8902%
NG,4.3000,4.5100,4.2300,4.2600,3214645,2022-09-26,4.3100,-0.0500,-1.1601%
NVS,74.4600,75.0700,74.0900,74.6100,2350828,2022-09-26,76.0100,-1.4000,-1.8419%
,,,,,,,,,
NUE,104.5500,106.2500,102.8610,103.3900,2063467,2022-09-26,105.8700,-2.4800,-2.3425%
NVDA,124.9100,126.5900,122.1400,122.2800,54176996,2022-09-26,125.1600,-2.8800,-2.3011%
ORCL,64.3300,64.9200,63.3900,63.4500,6808170,2022-09-26,64.5500,-1.1000,-1.7041%
ORAN,9.1700,9.2250,9.1100,9.1100,1503991,2022-09-26,9.3700,-0.2600,-2.7748%
PCAR,83.4400,84.7100,82.9800,83.0000,1881252,2022-09-26,83.8100,-0.8100,-0.9665%
PAAS,14.7300,15.1000,14.4300,14.5600,2791195,2022-09-26,14.8400,-0.2800,-1.8868%
PCRFY,7.5700,7.5700,7.2700,7.3300,475958,2022-09-26,7.5500,-0.2200,-2.9139%
PYPL,87.0650,89.0800,84.1300,84.2600,16847761,2022-09-26,86.9700,-2.7100,-3.1160%
PSO,9.2800,9.3800,9.1850,9.2200,449965,2022-09-26,9.3400,-0.1200,-1.2848%
PEP,168.3300,170.0100,167.5300,168.4500,5305069,2022-09-26,168.5200,-0.0700,-0.0415%
PTRCY,40.1900,42.0500,40.1900,41.0000,20907,2022-09-26,43.0350,-2.0350,-4.7287%
PBR,12.3300,12.4800,12.0100,12.1600,38951481,2022-09-26,12.5500,-0.3900,-3.1076%
PFE,43.8100,44.3300,43.6700,43.8300,18590678,2022-09-26,44.0800,-0.2500,-0.5672%
PSX,75.0000,76.6400,74.0200,74.1600,4693811,2022-09-26,75.9900,-1.8300,-2.4082%
PBI,2.6200,2.6700,2.4200,2.4300,1792199,2022-09-26,2.6500,-0.2200,-8.3019%
PKX,39.4700,39.7400,38.8500,39.0200,308717,2022-09-26,40.6100,-1.5900,-3.9153%
PG,135.5800,136.8200,134.9900,135.7100,7312673,2022-09-26,135.5800,0.1300,0.0959%
QCOM,121.5400,123.1800,119.5900,119.7400,6386422,2022-09-26,121.1900,-1.4500,-1.1965%
RTX,81.5900,82.3926,80.7300,81.0900,4792321,2022-09-26,82.0300,-0.9400,-1.1459%
RIO,51.1400,52.4250,50.9150,51.2200,5245269,2022-09-26,52.1600,-0.9400,-1.8021%
ROST,84.8100,86.0500,82.8400,82.9300,2624234,2022-09-26,84.4400,-1.5100,-1.7883%
SHEL,47.2200,48.2200,46.7410,46.8000,6414943,2022-09-26,48.1100,-1.3100,-2.7229%
CRM,147.0000,151.1900,145.3500,146.3200,7685080,2022-09-26,147.0100,-0.6900,-0.4694%
,,,,,,,,,
SAP,80.0800,81.0900,79.1500,79.6300,2897132,2022-09-26,79.4700,0.1600,0.2013%
SLB,34.9500,35.3500,33.8000,33.8600,11812836,2022-09-26,35.0000,-1.1400,-3.2571%
SE,53.2900,55.2000,53.2900,53.9700,5016558,2022-09-26,53.8100,0.1600,0.2973%
SHOP,28.6700,29.9400,28.2400,28.2500,24872833,2022-09-26,28.7600,-0.5100,-1.7733%
SIEGY,47.7700,48.4150,47.1300,47.4050,435322,2022-09-26,47.8600,-0.4550,-0.9507%
SNAP,10.3000,10.6000,10.1000,10.1800,23323816,2022-09-26,10.3200,-0.1400,-1.3566%
SNA,205.9200,209.3900,205.4500,206.6400,313675,2022-09-26,206.4500,0.1900,0.0920%
SNOW,171.2500,176.9100,164.2500,165.1100,6164992,2022-09-26,172.1300,-7.0200,-4.0783%
SONY,67.3900,68.0099,66.5500,66.7000,910563,2022-09-26,68.4300,-1.7300,-2.5281%
SCCO,42.6600,43.7700,42.4200,42.8100,988168,2022-09-26,43.4500,-0.6400,-1.4730%
SPOT,89.0000,91.6899,88.8950,89.1400,1567535,2022-09-26,89.3400,-0.2000,-0.2239%
SQ,56.2200,57.7400,54.1300,54.1400,12360006,2022-09-26,56.2700,-2.1300,-3.7853%
,,,,,,,,,
SBUX,84.3100,86.0250,84.2800,84.8100,7479703,2022-09-26,84.1700,0.6400,0.7604%
SUZ,7.9800,8.0200,7.7050,7.8600,2605079,2022-09-26,8.0900,-0.2300,-2.8430%
SYY,74.6200,75.2300,73.2300,73.6200,2080515,2022-09-26,74.9200,-1.3000,-1.7352%
TSM,73.4700,74.1900,72.9200,73.0100,13356131,2022-09-26,73.8700,-0.8600,-1.1642%
TGT,151.5600,152.5100,147.3700,148.7100,3943320,2022-09-26,152.6100,-3.9000,-2.5555%
TTM,24.1900,24.6000,24.0700,24.2800,811693,2022-09-26,25.4700,-1.1900,-4.6722%
OAOFY,9.5500,9.5500,9.5500,9.5500,0,2022-09-26,9.5500,0.0000,0.0000%
TIIAY,1.8400,1.8550,1.7900,1.8200,316614,2022-09-26,1.8000,0.0200,1.1111%
VIV,7.8300,7.8600,7.5750,7.6000,1643174,2022-09-26,8.0000,-0.4000,-5.0000%
TEF,3.3900,3.4185,3.3400,3.3500,2419847,2022-09-26,3.4900,-0.1400,-4.0115%
TS,24.4200,24.9000,23.9800,24.1000,2319918,2022-09-26,24.2900,-0.1900,-0.7822%
TX,27.4400,27.6600,26.5000,26.7500,364076,2022-09-26,27.8800,-1.1300,-4.0531%
TSLA,271.8300,284.0900,270.3100,276.0100,57777163,2022-09-26,275.3300,0.6800,0.2470%
TXN,161.6500,163.2000,160.0000,160.4600,4586772,2022-09-26,161.2900,-0.8300,-0.5146%
TMO,516.1400,520.9700,511.3900,514.3100,971493,2022-09-26,520.7900,-6.4800,-1.2443%
TIMB,11.2500,11.3700,10.8900,10.9900,874670,2022-09-26,11.5000,-0.5100,-4.4348%
TTE,45.3500,45.8150,44.6800,44.8600,2659892,2022-09-26,44.9400,-0.0800,-0.1780%
TM,136.1300,137.4100,135.1000,135.6200,265656,2022-09-26,137.2800,-1.6600,-1.2092%
TRV,155.5600,155.8200,149.6467,150.6000,1430552,2022-09-26,155.4800,-4.8800,-3.1387%
TCOM,27.3800,28.1200,27.2900,27.3700,8916706,2022-09-26,25.9900,1.3800,5.3097%
TRIP,22.0200,22.7000,21.8100,21.8400,2262623,2022-09-26,22.0600,-0.2200,-0.9973%
TWLO,68.5100,71.8000,68.4700,69.0000,2985376,2022-09-26,68.1300,0.8700,1.2770%
TWTR,41.5000,43.5199,40.6600,41.5200,23776330,2022-09-26,41.5800,-0.0600,-0.1443%
UGP,2.3700,2.3800,2.2500,2.2900,2826293,2022-09-26,2.4300,-0.1400,-5.7613%
UL,44.1900,44.3800,43.4850,43.8200,4901416,2022-09-26,43.8500,-0.0300,-0.0684%
UNP,202.9400,203.8500,199.0900,200.8600,3697215,2022-09-26,203.9700,-3.1100,-1.5247%
X,18.3000,19.0450,18.1235,18.2000,12382609,2022-09-26,18.5900,-0.3900,-2.0979%
UNH,507.3900,512.5700,499.0000,508.3600,2847376,2022-09-26,513.6100,-5.2500,-1.0222%
URBN,20.9200,21.5200,20.8300,20.8600,3422668,2022-09-26,21.0000,-0.1400,-0.6667%
USB,41.7200,42.1600,40.7500,41.0600,15930446,2022-09-26,42.1200,-1.0600,-2.5166%
VALE,12.7600,13.0000,12.5900,12.5900,49460343,2022-09-26,13.0400,-0.4500,-3.4509%
VRSN,173.8500,178.2100,173.2500,173.3800,801847,2022-09-26,173.7000,-0.3200,-0.1842%
VZ,39.2300,39.3800,38.6300,38.9300,20366405,2022-09-26,39.5200,-0.5900,-1.4929%
V,183.0400,184.5000,179.9000,180.5900,9852944,2022-09-26,183.9600,-3.3700,-1.8319%
,,,,,,,,,
VOD,11.5600,11.7000,11.4333,11.5100,11923847,2022-09-26,11.9700,-0.4600,-3.8429%
WBA,32.5800,33.0100,32.4400,32.6900,5452801,2022-09-26,32.8300,-0.1400,-0.4264%
WMT,128.7500,132.1400,128.2700,131.3100,7644528,2022-09-26,130.0600,1.2500,0.9611%
DIS,98.9500,100.6600,98.0600,98.1200,9201682,2022-09-26,99.5000,-1.3800,-1.3869%
WB,17.5100,17.7500,16.8400,16.8500,862857,2022-09-26,17.4800,-0.6300,-3.6041%
WFC,40.1400,40.5400,39.3350,40.0100,20962373,2022-09-26,40.4100,-0.4000,-0.9899%
XRX,14.1600,14.5500,13.7500,13.8400,1872930,2022-09-26,14.3300,-0.4900,-3.4194%
XP,18.8400,19.1300,17.7650,17.8000,5576926,2022-09-26,19.1300,-1.3300,-6.9524%
AUY,4.0100,4.0900,3.8800,3.9600,20534884,2022-09-26,4.0400,-0.0800,-1.9802%
YZCAY,36.0600,36.1600,36.0000,36.1600,1136,2022-09-26,37.1100,-0.9500,-2.5600%
YELP,32.5800,33.4600,32.4600,32.4800,647638,2022-09-26,32.6100,-0.1300,-0.3987%
ZM,74.8200,76.8700,73.2400,73.3300,3064143,2022-09-26,74.4500,-1.1200,-1.5044%
