01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
KEP,6.4000,6.5800,6.3400,6.5300,610841,2022-10-11,6.5400,-0.0100,-0.1529%
LRCX,345.3000,350.2400,322.3100,327.0500,5297381,2022-10-11,350.7200,-23.6700,-6.7490%
LVS,38.9300,39.0000,35.6400,36.3600,12869931,2022-10-11,39.2900,-2.9300,-7.4574%
LYG,1.8300,1.8600,1.7900,1.7900,14271669,2022-10-11,1.8500,-0.0600,-3.2432%
LMT,405.6600,416.1550,405.6600,411.0600,1003846,2022-10-11,409.9900,1.0700,0.2610%
LUKOY,6.9600,6.9600,6.9600,6.9600,0,2022-10-11,6.9600,0.0000,0.0000%
MMC,153.7900,154.9200,151.7100,152.3600,1342171,2022-10-11,153.9900,-1.6300,-1.0585%
MA,289.8300,290.3850,284.4200,286.0500,3115761,2022-10-11,291.7800,-5.7300,-1.9638%
MCD,234.1600,239.1200,233.9300,237.0500,3135886,2022-10-11,234.9500,2.1000,0.8938%
MDT,82.0300,82.8800,81.0000,81.8900,4712772,2022-10-11,81.8400,0.0500,0.0611%
MELI,858.0300,863.1900,817.2500,834.6700,615324,2022-10-11,872.6000,-37.9300,-4.3468%
,,,,,,,,,
MRK,90.4300,91.9800,90.2000,91.0500,9677508,2022-10-11,90.4800,0.5700,0.6300%
META,131.6200,132.6600,126.9900,128.5400,37646266,2022-10-11,133.7900,-5.2500,-3.9241%
MSFT,227.6200,229.0600,224.1100,225.4100,30159800,2022-10-11,229.2500,-3.8400,-1.6750%
MUFG,4.3900,4.4600,4.3300,4.4100,3932785,2022-10-11,4.4000,0.0100,0.2273%
MFG,2.2400,2.2800,2.2250,2.2500,2276192,2022-10-11,2.2100,0.0400,1.8100%
MBT,5.5000,5.5000,5.5000,5.5000,0,2022-10-11,5.5000,0.0000,0.0000%
MSI,225.9700,226.9100,222.5550,224.2500,658475,2022-10-11,227.0200,-2.7700,-1.2202%
NGG,49.4600,49.5700,48.5777,48.6400,825954,2022-10-11,49.4700,-0.8300,-1.6778%
NTCO,5.1300,5.1795,4.9400,5.0200,569865,2022-10-11,5.0600,-0.0400,-0.7905%
,,,,,,,,,
NTES,73.6700,74.0000,71.5750,72.8800,1652601,2022-10-11,75.1600,-2.2800,-3.0335%
NFLX,226.0500,230.4400,213.7000,214.2900,15238968,2022-10-11,229.9800,-15.6900,-6.8223%
NEM,42.2300,42.9600,41.6400,41.8200,7890844,2022-10-11,42.2800,-0.4600,-1.0880%
NKE,86.0400,88.2500,85.7500,87.9900,11709224,2022-10-11,86.6900,1.3000,1.4996%
NIO,13.1300,13.4200,12.5800,12.8300,51443112,2022-10-11,13.2800,-0.4500,-3.3886%
NSANY,6.3600,6.3600,6.2400,6.2550,317767,2022-10-11,6.3500,-0.0950,-1.4961%
NOK,4.3600,4.4000,4.2948,4.3100,21479162,2022-10-11,4.3500,-0.0400,-0.9195%
NMR,3.2900,3.3800,3.2750,3.3000,2945313,2022-10-11,3.3000,0.0000,0.0000%
NG,4.5100,4.6650,4.4564,4.5200,1682296,2022-10-11,4.5200,0.0000,0.0000%
NVS,75.7600,76.6204,75.5700,75.8600,2515042,2022-10-11,75.5500,0.3100,0.4103%
,,,,,,,,,
NUE,116.9700,121.2300,116.4000,118.8600,1655172,2022-10-11,118.0700,0.7900,0.6691%
NVDA,115.6100,118.4600,112.8300,115.8600,66442167,2022-10-11,116.7000,-0.8400,-0.7198%
ORCL,61.8500,63.1000,61.6500,62.4100,7332280,2022-10-11,62.5700,-0.1600,-0.2557%
ORAN,8.9400,9.0500,8.9100,8.9300,1297331,2022-10-11,8.9200,0.0100,0.1121%
PCAR,87.7700,90.2600,87.5500,89.0700,1653381,2022-10-11,87.8800,1.1900,1.3541%
PAAS,16.0000,16.3700,15.7700,15.8400,2436348,2022-10-11,16.0600,-0.2200,-1.3699%
PCRFY,6.9200,7.1800,6.9200,7.0800,564572,2022-10-11,7.1240,-0.0440,-0.6176%
PYPL,84.0900,84.8200,79.8200,83.0900,15241197,2022-10-11,84.5200,-1.4300,-1.6919%
PSO,10.0200,10.1400,9.9250,9.9800,645265,2022-10-11,10.1100,-0.1300,-1.2859%
PEP,162.2400,164.2700,161.5600,162.5900,5218086,2022-10-11,161.8200,0.7700,0.4758%
PTRCY,42.9900,42.9900,42.7200,42.8200,108656,2022-10-11,42.9200,-0.1000,-0.2330%
PBR,14.0100,14.3399,13.9450,14.0000,27789612,2022-10-11,14.2400,-0.2400,-1.6854%
PFE,41.6600,42.5700,41.4450,41.9200,19722836,2022-10-11,41.7500,0.1700,0.4072%
PSX,90.1200,91.9700,88.6400,90.3400,2928961,2022-10-11,91.1100,-0.7700,-0.8451%
PBI,2.6300,2.7650,2.6150,2.7300,1548777,2022-10-11,2.6500,0.0800,3.0189%
PKX,40.0200,40.4900,39.5000,39.7000,381046,2022-10-11,39.4500,0.2500,0.6337%
PG,123.6900,125.7000,123.6000,124.2300,5509047,2022-10-11,123.7600,0.4700,0.3798%
QCOM,112.0000,112.4900,108.6500,110.0300,10747448,2022-10-11,114.6000,-4.5700,-3.9878%
RTX,83.7400,85.5400,83.3100,84.5900,4177736,2022-10-11,84.1600,0.4300,0.5109%
RIO,56.5600,57.3350,55.8800,56.1600,4425176,2022-10-11,57.4600,-1.3000,-2.2624%
ROST,85.2500,87.5500,84.8000,86.1400,1925770,2022-10-11,85.8700,0.2700,0.3144%
SHEL,50.7300,51.2500,50.0600,50.1800,4241406,2022-10-11,51.1600,-0.9800,-1.9156%
CRM,144.5100,144.9700,139.5200,142.5700,7103428,2022-10-11,145.6400,-3.0700,-2.1079%
,,,,,,,,,
SAP,83.6400,84.5200,82.7700,83.0100,1287302,2022-10-11,84.0500,-1.0400,-1.2374%
SLB,41.2700,42.2900,41.1000,41.7600,10458591,2022-10-11,42.1300,-0.3700,-0.8782%
SE,58.4400,59.1800,56.0200,57.4900,5028583,2022-10-11,59.2000,-1.7100,-2.8885%
SHOP,26.4000,26.5800,24.9500,25.6700,31971854,2022-10-11,26.4500,-0.7800,-2.9490%
SIEGY,49.9400,50.6300,49.3300,49.6000,266778,2022-10-11,50.6000,-1.0000,-1.9763%
SNAP,10.3700,10.6000,9.8300,10.3100,32926255,2022-10-11,10.4100,-0.1000,-0.9606%
SNA,209.2800,211.5700,207.7700,209.0400,232782,2022-10-11,209.2900,-0.2500,-0.1195%
SNOW,157.6600,158.4000,145.7500,153.5300,11728885,2022-10-11,159.0500,-5.5200,-3.4706%
SONY,64.9700,65.2700,63.9100,64.1700,884871,2022-10-11,65.6200,-1.4500,-2.2097%
SCCO,46.9800,48.1800,46.2000,47.2800,1433037,2022-10-11,47.4700,-0.1900,-0.4003%
SPOT,85.0000,85.7800,80.5100,82.1300,1948319,2022-10-11,85.9700,-3.8400,-4.4667%
SQ,56.2200,56.3389,52.6700,53.4500,17366114,2022-10-11,56.6200,-3.1700,-5.5987%
,,,,,,,,,
SBUX,86.7100,87.2000,85.6400,86.2100,5528160,2022-10-11,87.0600,-0.8500,-0.9763%
SUZ,9.2200,9.2400,8.9200,8.9600,2347651,2022-10-11,9.2800,-0.3200,-3.4483%
SYY,72.7900,73.7500,72.2900,73.4600,2348768,2022-10-11,72.8000,0.6600,0.9066%
TSM,64.2000,64.9100,62.6200,63.4500,28519898,2022-10-11,67.4400,-3.9900,-5.9164%
TGT,153.5000,157.7200,152.7100,154.5000,2404726,2022-10-11,153.1000,1.4000,0.9144%
TTM,23.4300,23.8900,23.4200,23.4700,869002,2022-10-11,23.6100,-0.1400,-0.5930%
OAOFY,9.5500,9.5500,9.5500,9.5500,0,2022-10-11,9.5500,0.0000,0.0000%
TIIAY,1.7300,1.7300,1.6900,1.7100,1308642,2022-10-11,1.7900,-0.0800,-4.4693%
VIV,7.7700,7.8300,7.5800,7.6300,1298478,2022-10-11,7.7400,-0.1100,-1.4212%
TEF,3.2000,3.2200,3.1650,3.1800,1906834,2022-10-11,3.1900,-0.0100,-0.3135%
TS,27.8800,28.4100,27.6400,27.7700,1378744,2022-10-11,28.2700,-0.5000,-1.7687%
TX,28.3400,28.7500,28.0200,28.3400,145087,2022-10-11,28.3600,-0.0200,-0.0705%
TSLA,220.9450,225.7500,215.0000,216.5000,76252700,2022-10-11,222.9600,-6.4600,-2.8974%
TXN,154.6100,155.3400,151.4000,153.4500,9495480,2022-10-11,156.7900,-3.3400,-2.1302%
TMO,507.0100,507.7200,496.7700,500.8100,1624650,2022-10-11,510.8400,-10.0300,-1.9634%
TIMB,11.8200,11.9000,11.5000,11.5600,651869,2022-10-11,11.7700,-0.2100,-1.7842%
TTE,48.9000,49.4400,48.6700,48.8000,2746081,2022-10-11,49.5000,-0.7000,-1.4141%
TM,134.1200,136.8500,134.1200,135.0600,281076,2022-10-11,134.8600,0.2000,0.1483%
TRV,156.9900,161.1800,156.5900,159.4600,1330193,2022-10-11,157.4800,1.9800,1.2573%
TCOM,25.6800,25.7900,22.6400,23.6300,12098110,2022-10-11,26.6000,-2.9700,-11.1654%
TRIP,22.5300,22.6500,21.7300,22.1700,1575457,2022-10-11,22.3100,-0.1400,-0.6275%
TWLO,71.5000,71.7600,66.5500,67.8300,3653411,2022-10-11,71.9900,-4.1600,-5.7786%
TWTR,50.0300,50.5502,49.8093,50.0700,11521273,2022-10-11,50.3600,-0.2900,-0.5759%
UGP,2.4200,2.4600,2.3750,2.3900,1131377,2022-10-11,2.4300,-0.0400,-1.6461%
UL,43.6700,44.1300,43.2850,43.3200,2854821,2022-10-11,43.2400,0.0800,0.1850%
UNP,192.9200,195.8000,191.6481,192.6400,3093749,2022-10-11,194.0500,-1.4100,-0.7266%
X,19.0400,19.7300,18.9000,19.4500,10833806,2022-10-11,19.3200,0.1300,0.6729%
UNH,496.9700,506.8300,495.1800,499.8100,2825383,2022-10-11,498.8600,0.9500,0.1904%
URBN,21.9900,22.9150,21.6000,22.2200,2300367,2022-10-11,22.0000,0.2200,1.0000%
USB,39.5400,39.5500,38.6350,38.7900,8140642,2022-10-11,39.8300,-1.0400,-2.6111%
VALE,13.8500,14.1900,13.7850,13.8500,41114227,2022-10-11,14.0900,-0.2400,-1.7033%
VRSN,177.0300,177.5500,173.9050,174.8900,603148,2022-10-11,176.9900,-2.1000,-1.1865%
VZ,36.5600,36.6900,35.9300,35.9400,25827746,2022-10-11,36.6200,-0.6800,-1.8569%
V,180.3700,181.6400,178.1900,179.1400,6286225,2022-10-11,182.1800,-3.0400,-1.6687%
,,,,,,,,,
VOD,11.3200,11.4399,11.1700,11.1800,8621422,2022-10-11,11.3300,-0.1500,-1.3239%
WBA,32.0300,33.1700,31.9350,32.6100,10898557,2022-10-11,31.8400,0.7700,2.4183%
WMT,129.5100,133.8000,129.4550,132.6700,7040855,2022-10-11,129.3200,3.3500,2.5905%
DIS,94.8100,95.0600,92.6500,93.1000,7973634,2022-10-11,95.1600,-2.0600,-2.1648%
WB,14.4700,14.5200,13.7800,14.0400,781240,2022-10-11,14.7400,-0.7000,-4.7490%
WFC,41.2200,41.3200,40.0550,40.2300,19020971,2022-10-11,41.4500,-1.2200,-2.9433%
XRX,13.9100,14.0162,13.5250,13.5900,1134023,2022-10-11,14.0500,-0.4600,-3.2740%
XP,21.1500,21.1850,18.9400,19.2400,9200888,2022-10-11,21.2000,-1.9600,-9.2453%
AUY,4.7200,4.8800,4.6808,4.7300,14718393,2022-10-11,4.7100,0.0200,0.4246%
YZCAY,35.1400,35.4199,35.0000,35.2000,3020,2022-10-11,36.5200,-1.3200,-3.6145%
YELP,35.2400,35.3050,33.7900,34.8100,672008,2022-10-11,35.4600,-0.6500,-1.8331%
ZM,71.4600,74.5500,70.4350,73.7100,5371283,2022-10-11,73.7200,-0.0100,-0.0136%
