01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
CL,75.3600,75.6400,72.5300,72.5800,5260651,2022-09-27,75.0000,-2.4200,-3.2267%
GLW,30.1400,30.3100,29.1750,29.5000,4705725,2022-09-27,29.8900,-0.3900,-1.3048%
CAAP,6.4000,6.5622,6.3712,6.5350,33404,2022-09-27,6.3700,0.1650,2.5903%
COST,485.4900,488.4000,475.4300,478.3000,2412425,2022-09-27,480.3000,-2.0000,-0.4164%
CS,4.0300,4.0750,3.9100,3.9800,24622985,2022-09-27,4.0500,-0.0700,-1.7284%
,,,,,,,,,
DE,335.9000,341.6850,332.3400,335.6800,1180278,2022-09-27,332.2400,3.4400,1.0354%
DESP,5.9800,6.1700,5.9100,5.9300,464451,2022-09-27,5.8500,0.0800,1.3675%
,,,,,,,,,
DEO,168.8800,169.8400,166.1900,167.0700,432859,2022-09-27,166.9600,0.1100,0.0659%
DOCU,52.8600,54.1000,52.0100,52.6300,3718543,2022-09-27,51.6700,0.9600,1.8579%
DOW,43.9400,44.1700,43.2747,43.7900,5444885,2022-09-27,43.3900,0.4000,0.9219%
DD,50.5500,50.8900,49.5200,50.0900,3188336,2022-09-27,50.0500,0.0400,0.0799%
,,,,,,,,,
EBAY,38.5200,38.5900,37.2650,37.5700,5297995,2022-09-27,38.1300,-0.5600,-1.4687%
EA,115.5300,116.5650,114.6400,115.1400,1268296,2022-09-27,114.8200,0.3200,0.2787%
LLY,309.1500,313.9500,308.3200,311.1000,2956434,2022-09-27,307.5000,3.6000,1.1707%
,,,,,,,,,
ERJ,9.4000,9.6000,9.2850,9.3700,1067231,2022-09-27,9.2200,0.1500,1.6269%
E,20.6900,21.0100,20.4300,20.6300,617352,2022-09-27,20.4400,0.1900,0.9295%
EFX,174.4800,175.2000,168.6400,169.3300,790491,2022-09-27,173.3500,-4.0200,-2.3190%
ERIC,5.9400,6.0100,5.7800,5.8500,11228280,2022-09-27,5.8500,0.0000,0.0000%
ETSY,96.9000,98.5000,94.4800,96.7300,2658762,2022-09-27,94.3000,2.4300,2.5769%
XOM,85.6100,86.9550,84.8100,85.7400,16886572,2022-09-27,83.9800,1.7600,2.0957%
FNMA,0.5350,0.5598,0.5312,0.5350,1574689,2022-09-27,0.5375,-0.0025,-0.4651%
FDX,143.5000,145.5900,141.9193,144.9500,4466424,2022-09-27,142.9000,2.0500,1.4346%
FSLR,131.4700,135.8100,129.8000,132.3100,2809980,2022-09-27,128.2100,4.1000,3.1979%
FMX,60.2400,61.1900,59.7700,60.8800,557024,2022-09-27,59.9800,0.9000,1.5005%
FMCC,0.5500,0.5790,0.5300,0.5500,759028,2022-09-27,0.5505,-0.0005,-0.0908%
FCX,27.1000,27.3300,26.4100,26.8700,15322311,2022-09-27,26.5000,0.3700,1.3962%
GRMN,83.4700,83.6150,81.0000,81.6800,898079,2022-09-27,82.3300,-0.6500,-0.7895%
OGZPY,1.1000,1.1000,1.1000,1.1000,0,2022-08-03,1.1000,0.0000,0.0000%
GE,64.8500,65.3068,63.5100,64.4700,7819315,2022-09-27,64.3500,0.1200,0.1865%
GM,35.5500,35.6800,34.0700,34.7100,13541690,2022-09-27,35.0400,-0.3300,-0.9418%
GPRK,11.5000,11.9100,11.3700,11.4400,125853,2022-09-27,11.2700,0.1700,1.5084%
GGB,4.3900,4.5100,4.3750,4.4500,11450756,2022-09-27,4.3000,0.1500,3.4884%
GILD,62.4300,63.5200,62.2800,62.6300,7126010,2022-09-27,62.3400,0.2900,0.4652%
GLOB,195.7000,198.5100,187.7000,189.4800,215698,2022-09-27,191.5700,-2.0900,-1.0910%
GFI,7.3700,7.4700,7.2650,7.2900,9429403,2022-09-27,7.1500,0.1400,1.9580%
GS,297.5000,299.1500,288.6193,291.3800,2007408,2022-09-27,294.6200,-3.2400,-1.0997%
PAC,128.5800,133.1000,128.5800,132.5600,64230,2022-09-27,127.3700,5.1900,4.0747%
ASR,196.5900,202.8600,195.0000,200.1600,57174,2022-09-27,193.3200,6.8400,3.5382%
TV,5.4100,5.5600,5.4000,5.4600,1736680,2022-09-27,5.3800,0.0800,1.4870%
GSK,29.2000,29.3800,28.6000,28.6600,6662009,2022-09-27,28.8200,-0.1600,-0.5552%
HAL,23.9200,24.3800,23.5325,23.7600,12769054,2022-09-27,23.3100,0.4500,1.9305%
HOG,37.7600,38.0681,36.4000,37.1000,1373583,2022-09-27,37.1200,-0.0200,-0.0539%
HMY,2.1500,2.2400,2.1500,2.2000,8592476,2022-09-27,2.0100,0.1900,9.4527%
HDB,58.3000,58.7900,57.0200,57.0600,1667419,2022-09-27,58.4400,-1.3800,-2.3614%
HL,3.6100,3.6500,3.4325,3.4500,6818251,2022-09-27,3.5100,-0.0600,-1.7094%
HSY,224.8200,226.4500,220.2000,221.4300,789790,2022-09-27,223.7800,-2.3500,-1.0501%
HD,269.3600,273.6900,266.9800,268.6900,3701021,2022-09-27,266.5800,2.1100,0.7915%
HNHPF,6.4700,6.5600,6.4500,6.4500,42426,2022-09-27,6.4900,-0.0400,-0.6163%
HMC,23.2200,23.2750,22.6400,22.8400,1860777,2022-09-27,22.8100,0.0300,0.1315%
HON,170.8600,172.4600,168.3800,170.0700,2692445,2022-09-27,170.0700,0.0000,0.0000%
HWM,31.5000,31.6900,30.6900,31.1000,2407408,2022-09-27,31.0400,0.0600,0.1933%
HPQ,25.3800,25.5700,24.8350,24.9800,5951262,2022-09-27,24.9600,0.0200,0.0801%
HSBC,27.0400,27.1600,26.5550,26.6800,4441026,2022-09-27,27.0400,-0.3600,-1.3314%
HNPIY,19.0550,19.1411,18.6000,18.6000,6229,2022-09-27,19.1600,-0.5600,-2.9228%
IBN,21.0900,21.2250,20.7050,20.8100,7277739,2022-09-27,21.0600,-0.2500,-1.1871%
INFY,16.9000,17.0350,16.6800,16.7900,12443059,2022-09-27,16.6900,0.1000,0.5992%
ING,8.6500,8.6800,8.4100,8.4800,6227441,2022-09-27,8.6900,-0.2100,-2.4166%
INTC,27.4000,27.5950,26.6200,26.8900,44121431,2022-09-27,26.9700,-0.0800,-0.2966%
IP,32.2500,32.5750,31.5800,31.9000,5500095,2022-09-27,31.7700,0.1300,0.4092%
IBM,122.6000,123.9500,121.0800,121.7400,4117215,2022-09-27,122.0100,-0.2700,-0.2213%
IFF,97.6700,97.9600,93.7800,94.0000,1311301,2022-09-27,96.2800,-2.2800,-2.3681%
ITUB,5.1400,5.1950,5.0649,5.1200,56259300,2022-09-27,5.1400,-0.0200,-0.3891%
JD,54.0250,55.0600,52.1700,52.6600,6100315,2022-09-27,53.3400,-0.6800,-1.2748%
JNJ,166.3600,167.6700,164.4000,164.9400,8634717,2022-09-27,165.7000,-0.7600,-0.4587%
JCI,50.3200,50.6400,48.8200,49.2900,3214401,2022-09-27,49.6800,-0.3900,-0.7850%
YY,26.3700,26.9900,25.6503,26.0400,314252,2022-09-27,26.0300,0.0100,0.0384%
JPM,107.7500,108.1700,104.6500,105.8500,12741068,2022-09-27,106.7900,-0.9400,-0.8802%
KB,31.3600,31.5100,30.7300,30.9700,581616,2022-09-27,32.3800,-1.4100,-4.3545%
KMB,119.1700,120.0700,117.0800,117.1900,2031665,2022-09-27,118.7800,-1.5900,-1.3386%
KGC,3.3400,3.4200,3.2700,3.2800,16526878,2022-09-27,3.2500,0.0300,0.9231%
PHG,15.3000,15.4100,14.8300,14.9400,3417157,2022-09-27,15.5200,-0.5800,-3.7371%
KEP,6.9900,7.0200,6.9100,6.9900,443209,2022-09-27,6.9500,0.0400,0.5755%
LRCX,379.8600,381.6500,369.3400,376.7000,1179762,2022-09-27,371.4400,5.2600,1.4161%
LVS,40.4900,40.5500,38.8850,39.7200,11490857,2022-09-27,39.6600,0.0600,0.1513%
LYG,1.8600,1.8700,1.8100,1.8200,19186076,2022-09-27,1.8900,-0.0700,-3.7037%
LMT,409.2000,410.3150,398.3650,399.7400,1044682,2022-09-27,407.6500,-7.9100,-1.9404%
LUKOY,6.9600,6.9600,6.9600,6.9600,0,2022-09-27,6.9600,0.0000,0.0000%
MMC,150.6900,151.9800,148.1100,149.1800,1431218,2022-09-27,149.1900,-0.0100,-0.0067%
MA,295.4700,297.9000,284.8000,286.4800,3953537,2022-09-27,290.1100,-3.6300,-1.2512%
MCD,244.5800,244.9300,236.5600,236.7000,4186853,2022-09-27,243.7600,-7.0600,-2.8963%
MDT,82.0600,82.3900,80.3900,80.8900,5096399,2022-09-27,81.3300,-0.4400,-0.5410%
MELI,821.2800,830.0000,790.1500,804.6900,501265,2022-09-27,799.5800,5.1100,0.6391%
,,,,,,,,,
MRK,86.8200,87.6300,85.6700,85.8400,6527979,2022-09-27,86.1800,-0.3400,-0.3945%
META,137.9200,139.4200,134.1201,134.4000,30553478,2022-09-27,136.3700,-1.9700,-1.4446%
MSFT,239.9800,241.8000,234.5000,236.4100,27018732,2022-09-27,237.4500,-1.0400,-0.4380%
MUFG,4.7400,4.7400,4.6400,4.6700,3838903,2022-09-27,4.7000,-0.0300,-0.6383%
MFG,2.2600,2.2700,2.2000,2.2200,2533392,2022-09-27,2.2400,-0.0200,-0.8929%
MBT,5.5000,5.5000,5.5000,5.5000,0,2022-09-27,5.5000,0.0000,0.0000%
MSI,228.2200,228.9900,223.6700,225.6600,618024,2022-09-27,225.8100,-0.1500,-0.0664%
NGG,53.4300,53.5550,51.1200,51.4900,1024096,2022-09-27,53.5400,-2.0500,-3.8289%
NTCO,5.4900,5.5300,5.1500,5.3300,643458,2022-09-27,5.4200,-0.0900,-1.6605%
,,,,,,,,,
NTES,78.5100,80.0400,77.4800,77.9700,920942,2022-09-27,77.8800,0.0900,0.1156%
NFLX,228.6300,230.6400,220.7200,224.3600,7729104,2022-09-27,224.0700,0.2900,0.1294%
NEM,41.1900,41.4700,40.2400,40.2700,8219766,2022-09-27,40.5900,-0.3200,-0.7884%
NKE,97.0700,97.7399,95.0000,96.2900,9879404,2022-09-27,96.0600,0.2300,0.2394%
NIO,18.1800,18.2300,16.9750,17.1900,40305716,2022-09-27,17.6200,-0.4300,-2.4404%
NSANY,6.8000,6.9800,6.7700,6.8000,232355,2022-09-27,6.7955,0.0045,0.0662%
NOK,4.2900,4.3200,4.1900,4.2200,24353773,2022-09-27,4.2400,-0.0200,-0.4717%
NMR,3.3600,3.3850,3.2700,3.3000,2764319,2022-09-27,3.3400,-0.0400,-1.1976%
NG,4.3500,4.4100,4.2650,4.3000,1673916,2022-09-27,4.2600,0.0400,0.9390%
NVS,75.5700,75.8900,74.3750,74.6500,3034299,2022-09-27,74.6100,0.0400,0.0536%
,,,,,,,,,
NUE,104.9000,105.8600,103.7500,105.2900,1582730,2022-09-27,103.3900,1.9000,1.8377%
NVDA,125.0700,127.3600,122.5800,124.1300,55126468,2022-09-27,122.2800,1.8500,1.5129%
ORCL,64.1600,64.4000,62.0350,62.4200,9190761,2022-09-27,63.4500,-1.0300,-1.6233%
ORAN,9.1200,9.2050,9.0300,9.0500,1757341,2022-09-27,9.1100,-0.0600,-0.6586%
PCAR,83.4900,83.9300,81.9600,82.9600,1610781,2022-09-27,83.0000,-0.0400,-0.0482%
PAAS,14.8900,15.0300,14.5300,14.5300,2886419,2022-09-27,14.5600,-0.0300,-0.2060%
PCRFY,7.3500,7.3500,7.1400,7.1700,680108,2022-09-27,7.3300,-0.1600,-2.1828%
PYPL,85.3500,87.6950,84.5800,85.7500,11605069,2022-09-27,84.2600,1.4900,1.7683%
PSO,9.3800,9.4250,9.1500,9.2000,503359,2022-09-27,9.2200,-0.0200,-0.2169%
PEP,168.2400,170.0000,165.2400,166.0100,5395608,2022-09-27,168.4500,-2.4400,-1.4485%
PTRCY,41.0000,41.6900,40.8000,41.3500,87237,2022-09-27,41.0000,0.3500,0.8537%
PBR,12.3600,12.5063,12.1900,12.2500,28696999,2022-09-27,12.1600,0.0900,0.7401%
PFE,44.2200,44.5800,43.7350,44.0900,21321182,2022-09-27,43.8300,0.2600,0.5932%
PSX,75.5400,77.4400,75.3900,76.2200,4136611,2022-09-27,74.1600,2.0600,2.7778%
PBI,2.4500,2.5063,2.3900,2.4100,965123,2022-09-27,2.4300,-0.0200,-0.8230%
PKX,40.0700,40.2000,39.2300,39.5800,318585,2022-09-27,39.0200,0.5600,1.4352%
PG,135.9600,136.9400,131.7100,131.9800,7684014,2022-09-27,135.7100,-3.7300,-2.7485%
QCOM,121.5600,122.6778,118.7500,120.3400,5529491,2022-09-27,119.7400,0.6000,0.5011%
RTX,81.5700,82.0500,80.2700,81.0000,6115696,2022-09-27,81.0900,-0.0900,-0.1110%
RIO,52.2900,52.9600,51.8100,52.3800,4999713,2022-09-27,51.2200,1.1600,2.2647%
ROST,83.7200,85.4900,82.5300,84.4000,2248940,2022-09-27,82.9300,1.4700,1.7726%
SHEL,48.0000,49.0000,47.6150,48.0700,7076119,2022-09-27,46.8000,1.2700,2.7137%
CRM,148.3700,150.6100,146.2550,148.8900,7046635,2022-09-27,146.3200,2.5700,1.7564%
,,,,,,,,,
SAP,80.4800,80.9900,78.5600,79.1200,2476073,2022-09-27,79.6300,-0.5100,-0.6405%
SLB,34.6000,35.3000,33.8600,33.9800,12637682,2022-09-27,33.8600,0.1200,0.3544%
SE,55.1100,57.2000,53.9500,54.6000,5028142,2022-09-27,53.9700,0.6300,1.1673%
SHOP,29.0300,29.4000,27.6600,27.8500,23223203,2022-09-27,28.2500,-0.4000,-1.4159%
SIEGY,47.6000,47.9800,46.3700,46.7950,425276,2022-09-27,47.4050,-0.6100,-1.2868%
SNAP,10.3600,10.7300,10.1900,10.4500,21949826,2022-09-27,10.1800,0.2700,2.6523%
SNA,209.0500,209.8700,202.4350,204.3200,299788,2022-09-27,206.6400,-2.3200,-1.1227%
SNOW,170.3000,174.7800,165.5000,169.8600,5879823,2022-09-27,165.1100,4.7500,2.8769%
SONY,66.5900,66.9700,65.4300,65.8900,1032909,2022-09-27,66.7000,-0.8100,-1.2144%
SCCO,43.7500,44.1300,43.3000,43.6300,1299241,2022-09-27,42.8100,0.8200,1.9154%
SPOT,91.0100,92.6950,88.4550,89.5000,1267915,2022-09-27,89.1400,0.3600,0.4039%
SQ,55.5500,56.8500,53.9000,55.0800,11521998,2022-09-27,54.1400,0.9400,1.7362%
,,,,,,,,,
SBUX,85.9700,86.5000,83.1700,84.2800,8619425,2022-09-27,84.8100,-0.5300,-0.6249%
SUZ,8.0100,8.3200,7.9700,8.0500,2738969,2022-09-27,7.8600,0.1900,2.4173%
SYY,74.6400,74.8350,72.3600,72.9800,1719888,2022-09-27,73.6200,-0.6400,-0.8693%
TSM,73.5100,74.0400,72.3500,73.0300,12382096,2022-09-27,73.0100,0.0200,0.0274%
TGT,150.4700,152.2600,146.8600,148.4700,2926355,2022-09-27,148.7100,-0.2400,-0.1614%
TTM,24.6500,24.6600,24.0350,24.3700,795195,2022-09-27,24.2800,0.0900,0.3707%
OAOFY,9.5500,9.5500,9.5500,9.5500,0,2022-09-27,9.5500,0.0000,0.0000%
TIIAY,1.9000,1.9000,1.8382,1.8500,1304905,2022-09-27,1.8200,0.0300,1.6484%
VIV,7.6300,7.6900,7.5300,7.5300,980525,2022-09-27,7.6000,-0.0700,-0.9211%
TEF,3.3600,3.3899,3.3250,3.3500,3221958,2022-09-27,3.3500,0.0000,0.0000%
TS,25.0000,25.5600,24.6800,25.2800,2780432,2022-09-27,24.1000,1.1800,4.8963%
TX,27.2600,27.9100,27.0800,27.3500,331271,2022-09-27,26.7500,0.6000,2.2430%
TSLA,283.8400,288.6700,277.5100,282.9400,61432142,2022-09-27,276.0100,6.9300,2.5108%
TXN,162.2300,163.4300,159.3000,160.7100,4254340,2022-09-27,160.4600,0.2500,0.1558%
TMO,517.1900,518.2043,505.5750,508.6600,1152879,2022-09-27,514.3100,-5.6500,-1.0986%
TIMB,11.0100,11.0200,10.8100,10.8700,575368,2022-09-27,10.9900,-0.1200,-1.0919%
TTE,46.0000,46.5569,45.3700,45.5100,2943352,2022-09-27,44.8600,0.6500,1.4490%
TM,136.8900,137.2300,134.8400,135.7400,303394,2022-09-27,135.6200,0.1200,0.0885%
TRV,151.1700,152.0200,149.6900,151.2400,1406111,2022-09-27,150.6000,0.6400,0.4250%
TCOM,28.3000,28.5800,27.4950,27.6600,8205589,2022-09-27,27.3700,0.2900,1.0596%
TRIP,22.3000,22.7600,21.9900,22.2900,1197673,2022-09-27,21.8400,0.4500,2.0604%
TWLO,71.2000,72.6000,68.3000,70.1100,2850615,2022-09-27,69.0000,1.1100,1.6087%
TWTR,41.7400,42.1800,41.2800,42.0900,7902366,2022-09-27,41.5200,0.5700,1.3728%
UGP,2.3300,2.3550,2.2450,2.2600,2338484,2022-09-27,2.2900,-0.0300,-1.3100%
UL,44.2600,44.4600,43.1550,43.3100,5336222,2022-09-27,43.8200,-0.5100,-1.1639%
UNP,200.8500,202.4200,196.4900,197.2500,4645040,2022-09-27,200.8600,-3.6100,-1.7973%
X,18.5400,18.8450,18.3000,18.6400,16139920,2022-09-27,18.2000,0.4400,2.4176%
UNH,510.3700,516.7950,503.5800,508.3700,2607572,2022-09-27,508.3600,0.0100,0.0020%
URBN,21.0700,21.4500,20.4700,20.8000,2229848,2022-09-27,20.8600,-0.0600,-0.2876%
USB,41.5100,41.5500,40.6500,40.9600,9550308,2022-09-27,41.0600,-0.1000,-0.2435%
VALE,12.7500,12.8600,12.4620,12.5500,41787819,2022-09-27,12.5900,-0.0400,-0.3177%
VRSN,174.7900,176.9100,171.5800,172.5300,542023,2022-09-27,173.3800,-0.8500,-0.4903%
VZ,39.2000,39.7000,38.7800,38.8900,20151192,2022-09-27,38.9300,-0.0400,-0.1027%
V,182.5100,184.8500,177.0208,177.8700,9784897,2022-09-27,180.5900,-2.7200,-1.5062%
,,,,,,,,,
VOD,11.5800,11.6400,11.4100,11.4200,9004539,2022-09-27,11.5100,-0.0900,-0.7819%
WBA,33.0000,33.2200,32.3300,32.4300,6077746,2022-09-27,32.6900,-0.2600,-0.7954%
WMT,132.2300,133.4300,130.3035,130.9500,5720194,2022-09-27,131.3100,-0.3600,-0.2742%
DIS,99.5300,99.6400,95.4320,95.8500,13360187,2022-09-27,98.1200,-2.2700,-2.3135%
WB,16.9600,17.3700,16.1600,16.2200,937183,2022-09-27,16.8500,-0.6300,-3.7389%
WFC,40.2100,40.5900,39.4100,40.0300,17372647,2022-09-27,40.0100,0.0200,0.0500%
XRX,14.0200,14.1400,13.7900,14.0000,2211409,2022-09-27,13.8400,0.1600,1.1561%
XP,18.0700,18.9400,18.0700,18.3600,4354755,2022-09-27,17.8000,0.5600,3.1461%
AUY,4.0200,4.1400,4.0000,4.0100,20252078,2022-09-27,3.9600,0.0500,1.2626%
YZCAY,36.1300,36.3000,35.8300,35.9850,2112,2022-09-27,36.1600,-0.1750,-0.4840%
YELP,33.0100,33.5800,32.6500,33.5300,613877,2022-09-27,32.4800,1.0500,3.2328%
ZM,74.9000,75.9900,72.9600,74.2600,3563062,2022-09-27,73.3300,0.9300,1.2682%
