01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
DE,338.7600,341.0600,333.6601,333.8900,1693696,2022-09-30,341.0000,-7.1100,-2.0850%
DESP,5.6700,5.8500,5.6200,5.7000,467443,2022-09-30,5.6900,0.0100,0.1757%
,,,,,,,,,
DEO,169.4000,171.6700,169.0200,169.8100,388294,2022-09-30,169.9400,-0.1300,-0.0765%
DOCU,55.4800,56.6300,53.3400,53.4700,4555404,2022-09-30,55.2000,-1.7300,-3.1341%
DOW,44.1700,44.8400,43.8000,43.9300,5722040,2022-09-30,44.1600,-0.2300,-0.5208%
DD,50.5100,51.4000,50.2700,50.4000,3558476,2022-09-30,50.6500,-0.2500,-0.4936%
,,,,,,,,,
EBAY,37.4100,37.9600,36.7550,36.8100,5900751,2022-09-30,37.6900,-0.8800,-2.3348%
EA,117.7000,118.5100,115.5500,115.7100,2183677,2022-09-30,117.4700,-1.7600,-1.4983%
LLY,327.1500,329.5072,322.4200,323.3500,4377040,2022-09-30,330.0100,-6.6600,-2.0181%
,,,,,,,,,
ERJ,8.5900,8.9900,8.5300,8.6000,2405218,2022-09-30,8.9100,-0.3100,-3.4792%
E,21.1800,21.4469,21.1000,21.1400,329211,2022-09-30,21.2400,-0.1000,-0.4708%
EFX,167.4500,172.9750,165.6300,171.4300,1056836,2022-09-30,167.1000,4.3300,2.5913%
ERIC,5.7500,5.8650,5.7400,5.7400,12848975,2022-09-30,5.7500,-0.0100,-0.1739%
ETSY,100.0000,104.0300,99.1000,100.1300,2844286,2022-09-30,101.5200,-1.3900,-1.3692%
XOM,88.1700,89.0400,87.3100,87.3100,21144844,2022-09-30,88.6800,-1.3700,-1.5449%
FNMA,0.5200,0.5416,0.5107,0.5198,1132539,2022-09-30,0.5162,0.0036,0.6974%
FDX,150.9500,153.3700,148.3400,148.4700,3635470,2022-09-30,152.3100,-3.8400,-2.5212%
FSLR,129.9000,136.2000,129.7200,132.2700,3438856,2022-09-30,130.9300,1.3400,1.0234%
FMX,61.3300,62.8600,60.8900,62.7500,845476,2022-09-30,61.3000,1.4500,2.3654%
FMCC,0.5205,0.5400,0.5200,0.5237,791791,2022-09-30,0.5205,0.0032,0.6148%
FCX,27.8500,28.4200,27.2900,27.3300,16081621,2022-09-30,28.1700,-0.8400,-2.9819%
GRMN,81.5900,82.6600,80.2200,80.3100,951890,2022-09-30,81.7700,-1.4600,-1.7855%
OGZPY,1.1000,1.1000,1.1000,1.1000,0,2022-08-03,1.1000,0.0000,0.0000%
GE,62.6400,63.2900,61.8800,61.9100,7887715,2022-09-30,62.7300,-0.8200,-1.3072%
GM,32.9300,33.2100,32.0500,32.0900,16080038,2022-09-30,33.2600,-1.1700,-3.5177%
GPRK,11.8100,12.0600,11.5200,11.7300,133269,2022-09-30,11.9200,-0.1900,-1.5940%
GGB,4.3600,4.6100,4.3400,4.5200,10255406,2022-09-30,4.3900,0.1300,2.9613%
GILD,63.1600,63.5800,61.6100,61.6900,8785738,2022-09-30,63.0700,-1.3800,-2.1880%
GLOB,187.0000,194.2600,185.8800,187.0800,184498,2022-09-30,187.1400,-0.0600,-0.0321%
GFI,7.9500,8.3100,7.9500,8.0900,11618834,2022-09-30,8.1000,-0.0100,-0.1235%
GS,296.0000,301.0900,292.7000,293.0500,1934673,2022-09-30,296.1100,-3.0600,-1.0334%
PAC,132.3800,132.8950,126.0100,126.7800,142184,2022-09-30,131.7100,-4.9300,-3.7431%
ASR,200.0400,201.0000,196.0000,196.1700,75512,2022-09-30,199.2800,-3.1100,-1.5606%
TV,5.5200,5.5900,5.3600,5.3800,1931327,2022-09-30,5.5200,-0.1400,-2.5362%
GSK,29.4600,29.6950,29.3800,29.4300,6642511,2022-09-30,29.3600,0.0700,0.2384%
HAL,24.3500,24.9450,23.9900,24.6200,9307512,2022-09-30,24.6400,-0.0200,-0.0812%
HOG,35.5900,35.9250,34.8100,34.8800,2371582,2022-09-30,35.8500,-0.9700,-2.7057%
HMY,2.3800,2.4600,2.3400,2.4300,7374750,2022-09-30,2.3600,0.0700,2.9661%
HDB,58.3000,58.9700,57.6000,58.4200,1982280,2022-09-30,56.8500,1.5700,2.7617%
HL,3.8300,4.0650,3.7900,3.9400,8875434,2022-09-30,3.8500,0.0900,2.3377%
HSY,224.1300,224.6700,220.1200,220.4700,1251912,2022-09-30,223.8000,-3.3300,-1.4879%
HD,277.8200,281.7850,274.7600,275.9400,4773460,2022-09-30,278.3300,-2.3900,-0.8587%
HNHPF,6.2600,6.3500,6.2500,6.3500,70312,2022-09-30,6.1700,0.1800,2.9173%
HMC,21.8800,21.9800,21.5300,21.5900,1736616,2022-09-30,22.1900,-0.6000,-2.7039%
HON,170.1000,171.2000,166.6300,166.9700,3766657,2022-09-30,170.0700,-3.1000,-1.8228%
HWM,30.7800,31.6650,30.6500,30.9300,3999868,2022-09-30,30.9400,-0.0100,-0.0323%
HPQ,25.0100,25.6750,24.8700,24.9200,8790771,2022-09-30,25.0400,-0.1200,-0.4792%
HSBC,26.1300,26.4750,26.0400,26.0700,3611756,2022-09-30,26.0300,0.0400,0.1537%
HNPIY,17.3700,17.4800,17.0700,17.4800,2359,2022-09-30,17.5900,-0.1100,-0.6254%
IBN,21.1400,21.2800,20.9700,20.9700,5154028,2022-09-30,20.7100,0.2600,1.2554%
INFY,17.1000,17.2250,16.9700,16.9700,6215327,2022-09-30,16.9000,0.0700,0.4142%
ING,8.4900,8.6700,8.4900,8.5000,4705207,2022-09-30,8.3900,0.1100,1.3111%
INTC,26.3000,26.5700,25.7400,25.7700,43462367,2022-09-30,26.3800,-0.6100,-2.3124%
IP,32.0300,32.7250,31.6400,31.7000,4327258,2022-09-30,32.0900,-0.3900,-1.2153%
IBM,121.6600,122.4300,118.6100,118.8100,5330064,2022-09-30,121.6300,-2.8200,-2.3185%
IFF,91.7300,92.6700,89.9600,90.8300,2895633,2022-09-30,91.5800,-0.7500,-0.8190%
ITUB,5.1400,5.2200,5.0950,5.1700,40510975,2022-09-30,5.2000,-0.0300,-0.5769%
JD,50.2700,51.3550,49.8100,50.3000,6546831,2022-09-30,51.2500,-0.9500,-1.8537%
JNJ,165.0000,165.7400,163.3200,163.3600,8961384,2022-09-30,164.5300,-1.1700,-0.7111%
JCI,49.3600,50.2300,49.1400,49.2200,4368846,2022-09-30,49.4700,-0.2500,-0.5054%
YY,24.8700,26.2600,24.8100,26.0000,348287,2022-09-30,25.1000,0.9000,3.5857%
JPM,106.0600,107.6200,104.4000,104.5000,15870400,2022-09-30,106.1600,-1.6600,-1.5637%
KB,30.6600,30.8100,30.1400,30.1400,352474,2022-09-30,30.8000,-0.6600,-2.1429%
KMB,115.4800,115.9600,112.3800,112.5400,2275243,2022-09-30,114.9800,-2.4400,-2.1221%
KGC,3.6300,3.8476,3.5650,3.7600,27648162,2022-09-30,3.5900,0.1700,4.7354%
PHG,15.4500,15.6900,15.3650,15.3900,1910669,2022-09-30,15.3300,0.0600,0.3914%
KEP,6.9500,6.9600,6.8000,6.8000,373594,2022-09-30,6.8500,-0.0500,-0.7299%
LRCX,358.2500,373.5200,358.0000,366.0000,1905818,2022-09-30,370.5500,-4.5500,-1.2279%
LVS,37.8100,38.3600,37.4000,37.5200,7106616,2022-09-30,38.5300,-1.0100,-2.6213%
LYG,1.8200,1.8600,1.7900,1.7900,22839113,2022-09-30,1.8100,-0.0200,-1.1050%
LMT,381.6300,389.9000,381.5500,386.2900,1332860,2022-09-30,389.7900,-3.5000,-0.8979%
LUKOY,6.9600,6.9600,6.9600,6.9600,0,2022-09-29,6.9600,0.0000,0.0000%
MMC,150.4200,151.7300,149.1400,149.2900,2335310,2022-09-30,150.6500,-1.3600,-0.9028%
MA,286.8600,290.7550,284.3400,284.3400,3778471,2022-09-30,286.7700,-2.4300,-0.8474%
MCD,233.3200,234.8300,230.5800,230.7400,3613119,2022-09-30,234.4000,-3.6600,-1.5614%
MDT,82.6000,83.5450,80.6900,80.7500,5936254,2022-09-30,82.2700,-1.5200,-1.8476%
MELI,818.1100,858.5500,811.5500,827.7800,623611,2022-09-30,829.6800,-1.9000,-0.2290%
,,,,,,,,,
MRK,87.2500,87.6200,86.1000,86.1200,9012030,2022-09-30,86.6400,-0.5200,-0.6002%
META,136.0500,140.9900,135.5000,135.6800,33071008,2022-09-30,136.4100,-0.7300,-0.5352%
MSFT,238.2900,240.5400,232.7300,232.9000,35543426,2022-09-30,237.5000,-4.6000,-1.9368%
MUFG,4.5200,4.5700,4.5000,4.5000,3952018,2022-09-30,4.5900,-0.0900,-1.9608%
MFG,2.2300,2.2500,2.2100,2.2100,2664167,2022-09-30,2.2300,-0.0200,-0.8969%
MBT,5.5000,5.5000,5.5000,5.5000,0,2022-09-30,5.5000,0.0000,0.0000%
MSI,225.9000,228.6200,223.6800,223.9700,1070419,2022-09-30,225.3000,-1.3300,-0.5903%
NGG,52.2900,52.6000,51.5200,51.5300,807980,2022-09-30,51.7400,-0.2100,-0.4059%
NTCO,5.0200,5.5200,5.0000,5.4600,647561,2022-09-30,5.1400,0.3200,6.2257%
,,,,,,,,,
NTES,75.3100,76.7569,75.1450,75.6000,1215786,2022-09-30,75.1800,0.4200,0.5587%
NFLX,237.0000,242.4400,233.2600,235.4400,11797940,2022-09-30,239.7100,-4.2700,-1.7813%
NEM,41.7800,42.7300,41.5400,42.0300,12583468,2022-09-30,41.7600,0.2700,0.6466%
NKE,83.3000,86.2000,82.5000,83.1200,47923302,2022-09-30,95.3300,-12.2100,-12.8081%
NIO,15.2100,16.1500,15.2000,15.7700,39170250,2022-09-30,15.5800,0.1900,1.2195%
NSANY,6.5000,6.5400,6.2600,6.4400,324760,2022-09-30,6.7700,-0.3300,-4.8744%
NOK,4.2600,4.3400,4.2600,4.2700,16740902,2022-09-30,4.2800,-0.0100,-0.2336%
NMR,3.2900,3.3500,3.2750,3.3000,1345275,2022-09-30,3.2900,0.0100,0.3040%
NG,4.6500,4.8550,4.6000,4.6900,1388519,2022-09-30,4.6600,0.0300,0.6438%
NVS,76.6400,77.1100,75.9300,76.0100,2256732,2022-09-30,76.5700,-0.5600,-0.7314%
,,,,,,,,,
NUE,104.9800,109.1600,104.3600,106.9900,2239200,2022-09-30,105.2900,1.7000,1.6146%
NVDA,120.8700,126.3300,120.7500,121.3900,56362793,2022-09-30,122.2000,-0.8100,-0.6628%
ORCL,61.2600,62.1400,61.0600,61.0700,9712746,2022-09-30,61.4000,-0.3300,-0.5375%
ORAN,9.0100,9.0500,8.9500,8.9900,1178620,2022-09-30,9.0400,-0.0500,-0.5531%
PCAR,85.0700,85.5200,83.6000,83.6900,2096281,2022-09-30,84.8700,-1.1800,-1.3904%
PAAS,15.5400,16.3201,15.4500,15.8800,2692085,2022-09-30,15.6300,0.2500,1.5995%
PCRFY,7.0000,7.2500,7.0000,7.0500,504176,2022-09-30,7.1500,-0.1000,-1.3986%
PYPL,87.9500,89.5200,85.9800,86.0700,10541031,2022-09-30,88.7000,-2.6300,-2.9651%
PSO,9.6000,9.7050,9.5500,9.5500,520177,2022-09-30,9.2700,0.2800,3.0205%
PEP,167.6900,168.2400,163.0100,163.2600,5877676,2022-09-30,166.6100,-3.3500,-2.0107%
PTRCY,40.3800,41.0900,40.2400,40.8600,29723,2022-09-30,40.3800,0.4800,1.1887%
PBR,12.0400,12.5950,12.0000,12.3400,36345312,2022-09-30,12.1400,0.2000,1.6474%
PFE,44.1700,44.6050,43.7300,43.7600,22870907,2022-09-30,44.1600,-0.4000,-0.9058%
PSX,79.8200,81.4300,79.3700,80.7200,3250583,2022-09-30,80.6300,0.0900,0.1116%
PBI,2.3200,2.4400,2.3150,2.3300,1489570,2022-09-30,2.3600,-0.0300,-1.2712%
PKX,37.1000,37.5300,36.5300,36.6100,384458,2022-09-30,38.0000,-1.3900,-3.6579%
PG,129.0000,129.0400,126.2100,126.2500,9394798,2022-09-30,128.7000,-2.4500,-1.9037%
QCOM,113.7600,116.2800,112.9200,112.9800,7553342,2022-09-30,114.8400,-1.8600,-1.6196%
RTX,82.4400,82.8700,81.7700,81.8600,6348099,2022-09-30,82.3400,-0.4800,-0.5829%
RIO,54.2900,55.8450,54.2900,55.0600,4684467,2022-09-30,55.1800,-0.1200,-0.2175%
ROST,83.4200,86.0200,81.2300,84.2700,3700943,2022-09-30,84.0300,0.2400,0.2856%
SHEL,49.6700,50.4050,49.5000,49.7600,5157878,2022-09-30,50.0800,-0.3200,-0.6390%
CRM,146.0100,148.6300,143.7500,143.8400,7536224,2022-09-30,146.8100,-2.9700,-2.0230%
,,,,,,,,,
SAP,81.4600,82.6100,81.1900,81.2500,1388433,2022-09-30,80.4800,0.7700,0.9568%
SLB,35.4700,36.6100,35.2650,35.9000,15300159,2022-09-30,35.9700,-0.0700,-0.1946%
SE,53.8000,56.7400,53.5300,56.0500,6571466,2022-09-30,53.6300,2.4200,4.5124%
SHOP,26.5700,28.1400,26.3800,26.9400,24661605,2022-09-30,26.7700,0.1700,0.6350%
SIEGY,48.6600,49.8100,48.5600,48.9500,343670,2022-09-30,48.5500,0.4000,0.8239%
SNAP,10.1600,10.3300,9.8050,9.8200,28946708,2022-09-30,10.1900,-0.3700,-3.6310%
SNA,203.6500,205.6900,200.7500,201.3500,415300,2022-09-30,202.7600,-1.4100,-0.6954%
SNOW,168.7000,178.4600,168.4100,169.9600,5474667,2022-09-30,170.3400,-0.3800,-0.2231%
SONY,64.3400,65.4300,63.9300,64.0500,923188,2022-09-30,65.0700,-1.0200,-1.5675%
SCCO,44.4600,46.2300,44.3800,44.8400,1387948,2022-09-30,44.8000,0.0400,0.0893%
SPOT,86.4900,89.4200,86.0000,86.3000,1848941,2022-09-30,86.8400,-0.5400,-0.6218%
SQ,55.6200,58.0200,54.8900,54.9900,13103379,2022-09-30,55.9000,-0.9100,-1.6279%
,,,,,,,,,
SBUX,86.5650,86.7000,84.1500,84.2600,7703459,2022-09-30,86.5700,-2.3100,-2.6684%
SUZ,7.9300,8.2800,7.9300,8.2500,1930231,2022-09-30,8.0000,0.2500,3.1250%
SYY,71.5700,72.5600,70.6100,70.7100,3038693,2022-09-30,71.4800,-0.7700,-1.0772%
TSM,67.8100,69.6500,67.7400,68.5600,10416271,2022-09-30,69.2800,-0.7200,-1.0393%
TGT,151.5900,152.2300,145.5000,148.3900,4297543,2022-09-30,151.7900,-3.4000,-2.2399%
TTM,24.3400,24.6000,24.1810,24.2600,1223917,2022-09-30,23.7300,0.5300,2.2335%
OAOFY,9.5500,9.5500,9.5500,9.5500,0,2022-09-30,9.5500,0.0000,0.0000%
TIIAY,1.8500,1.9000,1.8500,1.8700,185411,2022-09-30,1.8100,0.0600,3.3149%
VIV,7.5000,7.5900,7.4500,7.5200,1007086,2022-09-30,7.5000,0.0200,0.2667%
TEF,3.2400,3.2800,3.2400,3.2400,2222358,2022-09-30,3.2400,0.0000,0.0000%
TS,25.2400,26.3050,25.1300,25.8400,2876919,2022-09-30,26.1400,-0.3000,-1.1477%
TX,27.1800,27.8500,27.0101,27.3900,239879,2022-09-30,27.2300,0.1600,0.5876%
TSLA,266.1450,275.5700,262.4700,265.2500,66973758,2022-09-30,268.2100,-2.9600,-1.1036%
TXN,157.2200,158.8000,154.6800,154.7800,6060572,2022-09-30,158.4500,-3.6700,-2.3162%
TMO,514.8000,521.5900,506.7400,507.1900,1688530,2022-09-30,516.6100,-9.4200,-1.8234%
TIMB,11.0600,11.3000,11.0100,11.1800,615278,2022-09-30,11.0600,0.1200,1.0850%
TTE,46.6200,47.3900,46.4700,46.5200,2469764,2022-09-30,46.6500,-0.1300,-0.2787%
TM,134.2100,134.4300,130.0700,130.2900,423493,2022-09-30,133.7600,-3.4700,-2.5942%
TRV,155.0400,156.4500,152.9400,153.2000,1396947,2022-09-30,154.6800,-1.4800,-0.9568%
TCOM,26.5800,27.6400,26.5000,27.3100,5028109,2022-09-30,27.1800,0.1300,0.4783%
TRIP,22.1300,22.8300,22.0400,22.0800,1165019,2022-09-30,22.3700,-0.2900,-1.2964%
TWLO,70.1600,72.8300,68.9500,69.1400,2423229,2022-09-30,70.5900,-1.4500,-2.0541%
TWTR,42.8900,44.6600,42.7450,43.8400,25804875,2022-09-30,42.7400,1.1000,2.5737%
UGP,2.1600,2.2350,2.1300,2.1900,4710449,2022-09-30,2.1900,0.0000,0.0000%
UL,44.2100,44.4800,43.8200,43.8400,3604749,2022-09-30,44.7100,-0.8700,-1.9459%
UNP,198.0200,199.3300,194.7300,194.8200,3263870,2022-09-30,199.2000,-4.3800,-2.1988%
X,18.4200,18.7850,18.1000,18.1200,9058107,2022-09-30,18.5400,-0.4200,-2.2654%
UNH,511.1000,516.5500,504.8400,505.0400,3100018,2022-09-30,508.8300,-3.7900,-0.7448%
URBN,19.2800,20.1400,18.7500,19.6500,1869087,2022-09-30,19.7800,-0.1300,-0.6572%
USB,40.7800,41.2100,40.2700,40.3200,9387675,2022-09-30,40.7300,-0.4100,-1.0066%
VALE,12.7000,13.4700,12.6800,13.3200,53923150,2022-09-30,12.6600,0.6600,5.2133%
VRSN,176.4900,178.9400,173.4900,173.7000,754606,2022-09-30,176.1700,-2.4700,-1.4021%
VZ,38.5400,38.7900,37.9500,37.9700,23396256,2022-09-30,38.6400,-0.6700,-1.7340%
V,180.0600,182.9200,177.5950,177.6500,9437394,2022-09-30,180.0600,-2.4100,-1.3384%
,,,,,,,,,
VOD,11.3400,11.4750,11.3200,11.3300,6699107,2022-09-30,11.3400,-0.0100,-0.0882%
WBA,31.6600,31.7900,31.3450,31.4000,7989699,2022-09-30,31.5500,-0.1500,-0.4754%
WMT,132.2400,132.3600,129.7000,129.7000,6482874,2022-09-30,132.2500,-2.5500,-1.9282%
DIS,96.5000,97.4778,94.2800,94.3300,12022413,2022-09-30,97.4500,-3.1200,-3.2016%
WB,16.6000,17.1100,16.5650,17.1000,1101839,2022-09-30,16.7600,0.3400,2.0286%
WFC,40.6400,41.1350,40.1800,40.2200,21103299,2022-09-30,40.5000,-0.2800,-0.6914%
XRX,13.4300,13.6788,13.0550,13.0800,2028327,2022-09-30,13.4300,-0.3500,-2.6061%
XP,18.2800,19.2850,18.0500,19.0100,2454143,2022-09-30,18.3400,0.6700,3.6532%
AUY,4.5000,4.6450,4.4700,4.5300,17727414,2022-09-30,4.5200,0.0100,0.2212%
YZCAY,36.2150,36.3700,36.2150,36.3300,1180,2022-09-30,36.1300,0.2000,0.5536%
YELP,33.6200,34.7800,33.5500,33.9100,735152,2022-09-30,33.7700,0.1400,0.4146%
ZM,74.6000,76.2500,73.4800,73.5900,3523621,2022-09-30,74.4700,-0.8800,-1.1817%
