Apertura,Cantidad_Nominal_Compra,Cantidad_Nominal_Venta,Cantidad_Operaciones,Cierre_Anterior,Denominacion,Estado,Ex,Hora_Cotizacion,Maximo,Minimo,Monto_Operado_Pesos,Precio_Compra,Precio_Promedio,Precio_Promedio_Ponderado,Precio_Venta,Simbolo,Tendencia,Tipo_Liquidacion,Ultimo,Variacion,Vencimiento,Volumen_Nominal
1901.5,1,2,93,1960.0,BANCO COMAFI S.A.,,No,17:00:03,1915.0,1809.0,1479550,1694.0,1871.2473,1876.8781,2357.0,AAL,1,Pesos,1869.5,-4.62,48hs,790
6.24,2,4,1,6.2,,,No,17:00:03,6.24,6.24,99,6.1,6.24,6.24,7.41,AALD,0,Du00f3lar efectivo,6.24,0.65,48hs,16
4326.5,2,2,1468,4465.0,BANCO COMAFI S.A.,,No,17:08:48,4340.0,4229.0,504554233,4200.0,4288.3442,4285.346,4650.0,AAPL,0,Pesos,4241.0,-5.02,48hs,117753
15.0,9,30,130,15.35,,,No,17:00:03,15.1,14.3,34484,14.1,14.7842,14.7867,17.0,AAPLD,0,Du00f3lar efectivo,14.7,-4.23,48hs,2328
4347.5,1,1,72,4315.0,BANCO COMAFI S.A.,,No,17:00:03,4409.0,4317.5,4412056,4315.0,4360.4861,4359.2571,4499.0,ABBV,1,Pesos,4322.5,0.17,48hs,1012
15.0,6,2,1,14.2,,,No,17:00:03,15.0,15.0,1200,14.3,15.0,15.0,16.0,ABBVD,0,Du00f3lar efectivo,15.0,5.63,48hs,80
2649.0,1,1,39,2789.5,BANCO COMAFI S.A.,,No,17:00:03,2649.0,2551.0,6750758,2560.0,2618.0769,2601.7393,3000.0,ABEV,-1,Pesos,2555.0,-8.41,48hs,2575
2150.0,1,130,36,2294.0,Caja de Valores S.A.,,No,17:00:03,2242.0,2140.5,1910632,2000.0,2186.6389,2190.8368,2323.0,ABNB,1,Pesos,2187.5,-4.64,48hs,881
0.0,1395,0,,0.0,,,No,,0.0,0.0,0,7.44,0.0,0.0,0.0,ABNBD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
7764.5,1,3,38,7864.5,BANCO COMAFI S.A.,,No,17:00:03,7870.0,7728.5,3461654,7000.0,7797.1316,7800.0069,7817.0,ABT,1,Pesos,7802.0,-0.79,48hs,442
0.0,4,3,,0.0,,,No,,0.0,0.0,0,25.4,0.0,0.0,40.0,ABTD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
2255.0,4,4,3,2256.5,,,No,17:00:03,2255.0,2156.0,26961,2126.0,2222.0,2219.0,2500.0,ACHHY,-1,Pesos,2205.5,-2.26,48hs,12
4009.5,2,4,242,4160.5,BANCO COMAFI S.A.,,No,17:00:03,4032.0,3917.0,8672159,3450.0,3990.9876,3981.4048,4070.0,ADBE,1,Pesos,3945.0,-5.18,48hs,2177
0.0,10,5,,0.0,,,No,,0.0,0.0,0,13.55,0.0,0.0,15.9,ADBED,0,Du00f3lar efectivo,0.0,0.0,48hs,0
5150.0,1,2,27,5276.5,BANCO COMAFI S.A.,,No,17:00:03,5218.0,5102.0,2433220,5040.0,5159.0926,5175.0798,5400.0,ADGO,1,Pesos,5108.0,-3.19,48hs,471
0.0,0,15,,0.0,,,No,,0.0,0.0,0,0.0,0.0,0.0,28.25,ADGOD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
14237.5,261,3,26,15491.5,BANCO COMAFI S.A.,,No,17:00:03,14324.5,14042.5,30682224,14030.0,14165.7692,14149.5184,17890.0,ADI,1,Pesos,14076.0,-9.14,48hs,2166
0.0,105,96,,0.0,,,No,,0.0,0.0,0,49.05,0.0,0.0,49.65,ADID,0,Du00f3lar efectivo,0.0,0.0,48hs,0
11600.0,850,850,10,12006.0,BANCO COMAFI S.A.,,No,17:00:03,11621.5,11499.5,1659043,11512.5,11574.25,11564.1868,11580.5,ADP,1,Pesos,11587.0,-3.49,48hs,143
1200.0,3027,3027,6,1290.0,BANCO COMAFI S.A.,,No,17:00:03,1200.0,1183.5,1135110,1160.5,1193.9167,1194.1646,1183.5,AEG,-1,Pesos,1196.5,-7.25,48hs,947
0.0,981,1,,0.0,BANCO COMAFI S.A.,,No,,0.0,0.0,0,4196.0,0.0,0.0,4636.0,AEM,0,Pesos,0.0,0.0,48hs,0
2994.0,1280,15,13,3112.0,BANCO COMAFI S.A.,,No,17:00:03,3019.5,2940.0,178354,2905.5,2985.6154,2980.9111,3333.0,AIG,1,Pesos,2950.5,-5.19,48hs,60
0.0,510,0,,0.0,,,No,,0.0,0.0,0,10.3,0.0,0.0,0.0,AIGD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
3197.0,2,1176,16,3291.5,BANCO COMAFI S.A.,,No,17:00:03,3403.5,3197.0,299141,3200.0,3350.6875,3384.7152,3395.0,AKO.B,0,Pesos,3390.0,2.99,48hs,89
4743.5,40,3,53,5430.5,BANCO COMAFI S.A.,,No,17:00:03,4792.0,4612.0,15928642,4550.0,4713.9717,4703.904,5900.0,AMAT,1,Pesos,4660.5,-14.18,48hs,3339
16.149,320,3,2,20.0,,,No,17:00:03,16.149,16.149,80,16.3,16.149,16.149,16.149,AMATD,0,Du00f3lar efectivo,16.149,-19.26,48hs,5
35205.0,2,1,636,41838.0,BANCO COMAFI S.A.,,No,17:00:03,36140.5,34671.0,336828468,34743.0,35273.6423,35401.4707,35572.0,AMD,-1,Pesos,35010.0,-16.32,48hs,9559
35100.0,1720,0,2,42550.0,,,No,17:00:03,35100.0,35000.0,120396500,35000.0,35050.0,35033.301,0.0,AMD.B,-1,Pesos,35050.0,-17.63,48hs,3435
120.0,12,3,5,146.0,,,No,17:00:03,130.0,120.0,11917,123.0,124.2,125.1783,170.0,AMDD,0,Du00f3lar efectivo,123.0,-15.75,48hs,92
7587.0,1,1,61,7095.0,BANCO COMAFI S.A.,,No,17:00:03,7680.0,7485.0,12532737,1.0,7588.123,7581.7803,7592.0,AMGN,-1,Pesos,7507.0,5.81,48hs,1640
5105.0,1480,1,5,5100.0,BANCO COMAFI S.A.,,No,17:00:03,5166.0,5105.0,56382,5095.0,5133.7,5133.2361,5138.5,AMX,-1,Pesos,5116.5,0.32,48hs,11
0.0,1,9,,0.0,,,No,,0.0,0.0,0,16.85,0.0,0.0,17.9,AMXD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
240.25,100,4,1769,257.0,BANCO COMAFI S.A.,,No,17:00:03,246.5,234.75,24899394,235.0,240.0642,240.7783,256.5,AMZN,1,Pesos,236.5,-7.98,48hs,103975
0.8,6,108,63,0.895,,,No,17:00:03,0.86,0.8,1707,0.8,0.8315,0.8372,0.95,AMZND,1,Du00f3lar efectivo,0.858,-4.13,48hs,2059
0.0,771,771,,0.0,BANCO COMAFI S.A.,,No,,0.0,0.0,0,4676.0,0.0,0.0,4764.0,ANF,0,Pesos,0.0,0.0,48hs,0
4520.0,1,20,31,4760.0,BANCO COMAFI S.A.,,No,17:00:03,4603.5,4440.5,429243,3850.0,4512.6935,4508.9976,5000.0,ARCO,1,Pesos,4444.0,-6.64,48hs,95
0.0,6,0,,0.0,,,No,,0.0,0.0,0,14.3,0.0,0.0,0.0,ARCOD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
1090.0,1,5,466,1230.0,Caja de Valores S.A.,,No,17:00:03,1133.0,1067.0,27337381,1000.0,1097.7006,1099.5835,1350.0,ARKK,-1,Pesos,1097.5,-10.77,48hs,24977
4.05,2,254,2,4.25,,,No,17:00:03,4.15,4.05,20,3.9,4.1,4.1125,4.5,ARKKD,1,Du00f3lar efectivo,4.15,-2.35,48hs,5
0.0,290,290,,0.0,BANCO COMAFI S.A.,,No,,0.0,0.0,0,31097.5,0.0,0.0,31330.5,ASR,0,Pesos,0.0,0.0,48hs,0
1459.5,3,400,53,1522.0,BANCO COMAFI S.A.,,No,17:00:03,1496.0,1447.5,1840197,700.0,1469.2547,1472.1701,1600.0,AUY,1,Pesos,1454.0,-4.47,48hs,1257
5.1,16,7,2,5.1,,,No,17:00:03,5.1,5.05,151,5.05,5.075,5.0583,5.5,AUYD,-1,Du00f3lar efectivo,5.05,-0.98,48hs,30
