Apertura,Cantidad_Nominal_Compra,Cantidad_Nominal_Venta,Cantidad_Operaciones,Cierre_Anterior,Denominacion,Estado,Ex,Hora_Cotizacion,Maximo,Minimo,Monto_Operado_Pesos,Precio_Compra,Precio_Promedio,Precio_Promedio_Ponderado,Precio_Venta,Simbolo,Tendencia,Tipo_Liquidacion,Ultimo,Variacion,Vencimiento,Volumen_Nominal
7.0,1,4,2,7.4,,,No,17:00:02,7.11,7.0,14,7.06,7.055,7.0733,14.0,DESPD,1,Du00f3lar efectivo,7.11,-3.92,48hs,2
4640.5,10,1,196,4647.5,Caja de Valores S.A.,,No,17:00:02,4746.5,4628.0,19576672,4500.0,4697.4464,4702.7476,5000.0,DIA,1,Pesos,4629.0,-0.4,48hs,4157
15.8,20,3,11,15.7,,,No,17:00:02,15.95,15.7,1603,15.5,15.8545,15.8351,15.9,DIAD,0,Du00f3lar efectivo,15.7,0.0,48hs,101
8001.5,1,1,145,8104.5,BANCO COMAFI S.A.,,No,17:00:02,8261.5,7986.5,19262395,6900.0,8127.2655,8154.6508,8520.0,DISN,1,Pesos,8008.5,-1.18,48hs,2362
27.3,4,4,23,27.55,,,No,17:00:02,27.65,27.3,5055,26.55,27.4043,27.4116,32.0,DISND,1,Du00f3lar efectivo,27.55,0.0,48hs,185
0.0,0,50000,,0.0,BANCO COMAFI S.A.,,No,,0.0,0.0,0,0.0,0.0,0.0,357.0,DJNJ2,0,Pesos,0.0,0.0,48hs,0
388.0,1,500,1,379.5,BANCO COMAFI S.A.,,No,17:00:02,388.0,388.0,20176000,250.0,388.0,388.0,387.0,DJNJ3,0,Pesos,388.0,2.24,48hs,52000
756.5,11,12,16,766.0,BANCO COMAFI S.A.,,No,17:00:02,790.0,756.5,66821,750.0,767.7812,769.1603,850.0,DOCU,-1,Pesos,763.0,-0.39,48hs,87
0.0,38,2,,0.0,,,No,,0.0,0.0,0,2.47,0.0,0.0,2.65,DOCUD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
2357.0,1,135,15,2306.0,BANCO COMAFI S.A.,,No,17:00:02,2362.0,2293.0,400376,2030.0,2338.9333,2326.8753,3180.0,DOW,-1,Pesos,2293.5,-0.54,48hs,172
0.0,1308,0,,0.0,,,No,,0.0,0.0,0,7.79,0.0,0.0,0.0,DOWD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
0.0,2224,2244,,0.0,BANCO COMAFI S.A.,,No,,0.0,0.0,0,1678.0,0.0,0.0,1711.5,E,0,Pesos,0.0,0.0,48hs,0
2600.0,2,2,26,2634.5,BANCO COMAFI S.A.,,No,17:00:02,2625.0,2570.0,431469,2022.0,2607.9615,2606.4769,3130.0,EA,1,Pesos,2586.5,-1.82,48hs,165
0.0,10,9,,0.0,,,No,,0.0,0.0,0,8.7,0.0,0.0,8.8,EAD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
